ID;OID;TYPE;NAME;LEVEL;PATIENT_INFO;SHELF_LIFE;STORAGE_TYPE;EXTENDED_LIFE;UNLIMITED_LIFE;MO_SIGN;FORMAT;START_DATE;END_DATE;IMPLEMENTATION_GUIDE;GIT_LINK;SHOW_PATIENT;IS_ONLINE;DAYS_COUNT;SERIES_REQUIRED
100;100;52;"Справка об оплате медицинских услуг для предоставления в налоговые органы Российской Федерации (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"04.11.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3991";"1.2.643.5.1.13.13.15.69.1";"Нет";"Нет";;"Нет"
101;101;73;"Медицинское заключение о допуске к выполнению работ на высоте, верхолазных работ, работ, связанных с подъемом на высоту, а также по обслуживанию подъемных сооружений (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"04.11.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3989";"1.2.643.5.1.13.13.15.55.1";"Нет";"Нет";;"Нет"
103;103;51;"Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования) (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"04.11.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3985";"1.2.643.5.1.13.13.15.47.1";"Да";"Нет";;"Нет"
105;105;53;"Сертификат профилактических прививок (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"04.11.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3981";"1.2.643.5.1.13.13.15.46.1";"Нет";"Нет";;"Нет"
106;106;343;"Справка о постановке на учет по беременности (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"04.11.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3979";"1.2.643.5.1.13.13.15.60.1";"Нет";"Нет";;"Нет"
107;107;66;"Справка донору об освобождении от работы в день кровосдачи и предоставлении ему дополнительного дня отдыха (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"04.11.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3977";"1.2.643.5.1.13.13.15.49.1";"Нет";"Нет";;"Нет"
132;132;80;"Талон на оказание высокотехнологичной медицинской помощи (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"20.04.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4125";"1.2.643.5.1.13.13.15.73.1";"Нет";"Нет";;"Нет"
151;151;47;"Справка для получения путевки на санаторно-курортное лечение (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"20.04.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4315";"1.2.643.5.1.13.13.15.8.2";"Да";"Нет";;"Нет"
42;42;2;"Эпикриз по законченному случаю амбулаторный (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.09.2020";"01.08.2024";"https://portal.egisz.rosminzdrav.ru/materials/2945";"1.2.643.5.1.13.13.15.26.3";"Да";"Нет";;"Нет"
45;45;11;"Протокол гемотрансфузии (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.09.2020";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/2935";"1.2.643.5.1.13.13.15.24.2";"Нет";"Нет";;"Нет"
46;46;12;"Протокол прижизненного патологоанатомического исследования (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.09.2020";"01.08.2024";"https://portal.egisz.rosminzdrav.ru/materials/2941";"1.2.643.5.1.13.13.15.21.1";"Да";"Нет";;"Нет"
50;50;39;"Медицинская справка (врачебное профессионально-консультативное заключение) (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.12.2020";"01.08.2024";"https://portal.egisz.rosminzdrav.ru/materials/3757";"1.2.643.5.1.13.13.15.45.1";"Да";"Нет";;"Нет"
63;63;45;"Медицинское заключение об отсутствии медицинских противопоказаний к владению оружием (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"12.04.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3827";"1.2.643.5.1.13.13.15.41.1";"Да";"Нет";;"Нет"
64;64;46;"Медицинское заключение об отсутствии в организме человека наркотических средств, психотропных веществ и их метаболитов (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"12.04.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3829";"1.2.643.5.1.13.13.15.42.1";"Да";"Нет";;"Нет"
70;70;89;"Справка о результатах химико-токсикологических исследований (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.04.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3837";"1.2.643.5.1.13.13.15.19.1";"Нет";"Нет";;"Нет"
73;73;90;"Справка о состоянии на учете в диспансере (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.04.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3843";"1.2.643.5.1.13.13.15.57.1";"Нет";"Нет";;"Нет"
74;74;12;"Протокол прижизненного патологоанатомического исследования (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.04.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3833";"1.2.643.5.1.13.13.15.21.2";"Да";"Нет";;"Нет"
79;79;142;"Справка о прохождении медицинского освидетельствования в психоневрологическом диспансере (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3907";"1.2.643.5.1.13.13.15.59.1";"Нет";"Нет";;"Нет"
170;170;53;"Сертификат профилактических прививок (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4095";"1.2.643.5.1.13.13.15.46.2";"Нет";"Нет";;"Нет"
133;133;351;"Этапный эпикриз (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4115";"1.2.643.5.1.13.13.15.30.1";"Нет";"Нет";;"Нет"
135;135;350;"Выписка из истории болезни (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4113";"1.2.643.5.1.13.13.15.61.1";"Да";"Нет";;"Нет"
136;136;72;"Экстренное извещение о случае острого отравления химической этиологии (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4123";"1.2.643.5.1.13.13.15.71.1";"Нет";"Нет";;"Нет"
155;155;67;"Справка об отсутствии медицинских противопоказаний для работы с использованием сведений, составляющих государственную тайну (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4119";"1.2.643.5.1.13.13.15.50.1";"Нет";"Нет";;"Нет"
156;156;68;"Заключение о результатах медицинского освидетельствования граждан, намеревающихся усыновить (удочерить), взять под опеку (попечительство), в приемную или патронатную семью детей-сирот и детей, оставшихся без попечения родителей (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4121";"1.2.643.5.1.13.13.15.51.1";"Нет";"Нет";;"Нет"
166;166;39;"Медицинская справка (врачебное профессионально-консультативное заключение) (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.08.2023";"01.08.2024";"https://portal.egisz.rosminzdrav.ru/materials/4101";"1.2.643.5.1.13.13.15.45.2";"Да";"Нет";;"Нет"
193;193;52;"Справка об оплате медицинских услуг для предоставления в налоговые органы Российской Федерации (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4377";"1.2.643.5.1.13.13.15.69.2";"Нет";"Нет";;"Нет"
195;195;350;"Выписка из истории болезни (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"26.10.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4475";"1.2.643.5.1.13.13.15.61.2";"Да";"Нет";;"Нет"
196;196;39;"Медицинская справка (врачебное профессионально-консультативное заключение) (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.10.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4477";"1.2.643.5.1.13.13.15.45.3";"Да";"Нет";;"Нет"
153;153;56;"Медицинская справка (для выезжающего за границу) (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4335";"1.2.643.5.1.13.13.15.48.2";"Нет";"Нет";;"Нет"
157;157;142;"Справка о прохождении медицинского освидетельствования в психоневрологическом диспансере (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4419";"1.2.643.5.1.13.13.15.59.2";"Нет";"Нет";;"Нет"
159;159;113;"Статистическая карта выбывшего из медицинской организации, оказывающей медицинскую помощь в стационарных условиях, в условиях дневного стационара (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4421";"1.2.643.5.1.13.13.15.76.1";"Нет";"Нет";;"Нет"
172;172;90;"Справка о состоянии на учете в диспансере (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4341";"1.2.643.5.1.13.13.15.57.2";"Нет";"Нет";;"Нет"
181;181;254;"Протокол патолого-анатомического вскрытия (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4353";"1.2.643.5.1.13.13.15.22.1";"Нет";"Нет";;"Нет"
194;194;51;"Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования) (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"31.07.2023";"30.06.2024";"https://portal.egisz.rosminzdrav.ru/materials/4413";"1.2.643.5.1.13.13.15.47.2";"Да";"Нет";;"Нет"
214;214;12;"Протокол прижизненного патолого-анатомического исследования биопсийного (операционного) материала (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"16.02.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4551";"1.2.643.5.1.13.13.15.21.3";"Да";"Нет";;"Нет"
230;230;502;"Медицинское заключение по результатам медицинского осмотра работника для предоставления в подсистему ЭЛМК (CDA) Редакция 1";3;"Обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.03.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4565";"1.2.643.5.1.13.13.15.111.1";"Да";"Нет";;"Нет"
233;233;2;"Эпикриз по законченному случаю амбулаторный (CDA) Редакция 5";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"29.03.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4581";"1.2.643.5.1.13.13.15.26.5";"Да";"Нет";;"Нет"
251;251;88;"Справка об отсутствии контактов с инфекционными больными (CDA) Редакция 5";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"24.06.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4705";"1.2.643.5.1.13.13.15.56.5";"Да";"Нет";;"Нет"
255;255;3;"Направление на госпитализацию, восстановительное лечение, обследование, консультацию (CDA) Редакция 5";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"23.07.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4721";"1.2.643.5.1.13.13.15.31.5";"Да";"Нет";;"Нет"
282;282;511;"Направление на дистанционное наблюдение за состоянием здоровья пациента (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"24.12.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4781";"1.2.643.5.1.13.13.15.134.1";"Нет";"Нет";;"Нет"
82;82;69;"Медицинское заключение о принадлежности несовершеннолетнего к медицинской группе для занятий физической культурой (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3911";"1.2.643.5.1.13.13.15.52.2";"Нет";"Нет";;"Нет"
84;84;91;"Медицинская справка в бассейн (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3911";"1.2.643.5.1.13.13.15.53.2";"Нет";"Нет";;"Нет"
88;88;56;"Медицинская справка (для выезжающего за границу) (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3919";"1.2.643.5.1.13.13.15.48.1";"Нет";"Нет";;"Нет"
62;62;86;"Рецепт на лекарственный препарат (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"15.03.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3823";"1.2.643.5.1.13.13.15.3.1";"Да";"Нет";;"Нет"
80;80;88;"Справка об отсутствии контактов с инфекционными больными (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3909";"1.2.643.5.1.13.13.15.56.2";"Да";"Нет";;"Нет"
83;83;71;"Медицинское заключение об отсутствии противопоказаний к занятию определенными видами спорта (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3911";"1.2.643.5.1.13.13.15.54.2";"Да";"Нет";;"Нет"
43;43;3;"Направление на госпитализацию, восстановительное лечение, обследование, консультацию (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.09.2020";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/2933";"1.2.643.5.1.13.13.15.31.2";"Да";"Нет";;"Нет"
146;146;106;"Талон № 2 на получение специальных талонов (именных направлений) на проезд к месту лечения для получения медицинской помощи (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"20.04.2023";"01.02.2025";"https://portal.egisz.rosminzdrav.ru/materials/4313";"1.2.643.5.1.13.13.15.68.3";"Нет";"Нет";;"Нет"
65;65;47;"Справка для получения путевки на санаторно-курортное лечение (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"12.04.2021";"01.02.2025";"https://portal.egisz.rosminzdrav.ru/materials/3831";"1.2.643.5.1.13.13.15.8.1";"Нет";"Нет";;"Нет"
78;78;106;"Талон № 2 на получение специальных талонов (именных направлений) на проезд к месту лечения для получения медицинской помощи (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.02.2025";"https://portal.egisz.rosminzdrav.ru/materials/3905";"1.2.643.5.1.13.13.15.68.1";"Нет";"Нет";;"Нет"
86;86;81;"Направление к месту лечения для получения медицинской помощи (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.02.2025";"https://portal.egisz.rosminzdrav.ru/materials/3915";"1.2.643.5.1.13.13.15.67.1";"Нет";"Нет";;"Нет"
278;278;48;"Санаторно-курортная карта (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.01.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4783";"1.2.643.5.1.13.13.15.9.3";"Нет";"Нет";;"Нет"
279;279;50;"Санаторно-курортная карта для детей (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.01.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4785";"1.2.643.5.1.13.13.15.10.3";"Нет";"Нет";;"Нет"
280;280;357;"Обратный талон санаторно-курортной карты (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.01.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4787";"1.2.643.5.1.13.13.15.11.3";"Нет";"Нет";;"Нет"
281;281;361;"Обратный талон санаторно-курортной карты для детей (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.01.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4789";"1.2.643.5.1.13.13.15.12.3";"Нет";"Нет";;"Нет"
283;283;109;"Протокол медицинской манипуляции (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.02.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4797";"1.2.643.5.1.13.13.15.23.2";"Нет";"Нет";;"Нет"
277;277;252;"Карта проведения реанимации и интенсивной терапии (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"01.03.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4815";"1.2.643.5.1.13.13.15.133.1";"Нет";"Нет";;"Нет"
285;285;540;"Протокол цитологического исследования материала, полученного при профилактическом гинекологическом осмотре, скрининге (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.03.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4821";"1.2.643.5.1.13.13.15.136.1";"Нет";"Нет";;"Нет"
271;271;532;"План радиологического/радиотерапевтического лечения (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.03.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4819";"1.2.643.5.1.13.13.15.129.1";"Нет";"Нет";;"Нет"
272;272;533;"Протокол радиологического/радиотерапевтического лечения (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.03.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4823";"1.2.643.5.1.13.13.15.130.1";"Нет";"Нет";;"Нет"
209;209;81;"Направление к месту лечения для получения медицинской помощи (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"01.06.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4503";"1.2.643.5.1.13.13.15.67.4";"Нет";"Нет";;"Нет"
212;212;362;"О наличии оснований для внеочередного медицинского освидетельствования и об аннулировании действующего медицинского заключения об отсутствии медицинских противопоказаний к владению оружием (при его наличии) (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"19.12.2023";"01.05.2024";"https://portal.egisz.rosminzdrav.ru/materials/4507";"1.2.643.5.1.13.13.15.62.2";"Нет";"Нет";;"Нет"
232;232;368;"Заключение об установлении факта поствакцинального осложнения (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"01.06.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4559";"1.2.643.5.1.13.13.15.64.2";"Нет";"Нет";;"Нет"
287;287;383;"Предоперационный осмотр врачом-анестезиологом-реаниматологом (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.05.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4807";"1.2.643.5.1.13.13.15.88.1";"Нет";"Нет";;"Нет"
274;274;535;"Протокол противоопухолевой лекарственной терапии (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.05.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4803";"1.2.643.5.1.13.13.15.132.1";"Нет";"Нет";;"Нет"
288;288;390;"Карта проведения анестезиологического пособия (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.05.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4809";"1.2.643.5.1.13.13.15.127.1";"Нет";"Нет";;"Нет"
286;286;539;"Протокол эндоскопического исследования верхних отделов желудочно-кишечного тракта (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.05.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4805";"1.2.643.5.1.13.13.15.135.1";"Нет";"Нет";;"Нет"
273;273;534;"План противоопухолевой лекарственной терапии (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.05.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4799";"1.2.643.5.1.13.13.15.131.1";"Нет";"Нет";;"Нет"
268;268;382;"Протокол анестезиологического пособия (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.05.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4801";"1.2.643.5.1.13.13.15.100.1";"Нет";"Нет";;"Нет"
248;248;49;"Медицинская справка о состоянии здоровья ребенка, отъезжающего в организацию отдыха детей и их оздоровления (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"08.07.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4719";"1.2.643.5.1.13.13.15.44.3";"Да";"Нет";;"Нет"
