ID;OID;TYPE;NAME;LEVEL;PATIENT_INFO;SHELF_LIFE;STORAGE_TYPE;EXTENDED_LIFE;UNLIMITED_LIFE;MO_SIGN;FORMAT;START_DATE;END_DATE;IMPLEMENTATION_GUIDE;GIT_LINK;SHOW_PATIENT;IS_ONLINE;DAYS_COUNT;SERIES_REQUIRED
44;44;10;"Выписной эпикриз из родильного дома (CDA) Редакция 2";3;"Обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.09.2020";"01.08.2024";"https://portal.egisz.rosminzdrav.ru/materials/2925";"1.2.643.5.1.13.13.15.27.2";"Да";"Нет";;"Нет"
228;228;340;"Результаты профилактического медицинского осмотра / диспансеризации (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"29.02.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4501";"1.2.643.5.1.13.13.15.28.2";"Да";"Нет";;"Нет"
81;81;122;"Справка о временной нетрудоспособности студента, учащегося техникума, профессионально-технического училища, о болезни, карантине и прочих причинах отсутствия ребенка, посещающего школу, детское дошкольное учреждение (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3909";"1.2.643.5.1.13.13.15.58.2";"Да";"Нет";;"Нет"
85;85;57;"Направление на консультацию и во вспомогательные кабинеты (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3913";"1.2.643.5.1.13.13.15.32.1";"Да";"Нет";;"Нет"
87;87;49;"Медицинская справка о состоянии здоровья ребенка, отъезжающего в организацию отдыха детей и их оздоровления (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"30.06.2021";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/3917";"1.2.643.5.1.13.13.15.44.1";"Да";"Нет";;"Нет"
185;185;57;"Направление на консультацию и во вспомогательные кабинеты (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4357";"1.2.643.5.1.13.13.15.32.2";"Да";"Нет";;"Нет"
129;129;340;"Результаты профилактического медицинского осмотра / диспансеризации (CDA) Редакция 1";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4415";"1.2.643.5.1.13.13.15.28.1";"Да";"Нет";;"Нет"
175;175;49;"Медицинская справка о состоянии здоровья ребенка, отъезжающего в организацию отдыха детей и их оздоровления (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";"01.07.2025";"https://portal.egisz.rosminzdrav.ru/materials/4343";"1.2.643.5.1.13.13.15.44.2";"Да";"Нет";;"Нет"
205;205;10;"Выписной эпикриз из родильного дома (CDA) Редакция 4";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"01.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4485";"1.2.643.5.1.13.13.15.27.4";"Да";"Нет";;"Нет"
89;89;10;"Выписной эпикриз из родильного дома (CDA) Редакция 3";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.06.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3921";"1.2.643.5.1.13.13.15.27.3";"Да";"Нет";;"Нет"
253;253;122;"Справка о временной нетрудоспособности студента, учащегося техникума, профессионально-технического училища, о болезни, карантине и прочих причинах отсутствия ребенка, посещающего школу, детское дошкольное учреждение (CDA) Редакция 5";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"24.06.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4703";"1.2.643.5.1.13.13.15.58.5";"Да";"Нет";;"Нет"
92;92;2;"Эпикриз по законченному случаю амбулаторный (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.06.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3927";"1.2.643.5.1.13.13.15.26.4";"Да";"Нет";;"Нет"
147;147;1;"Эпикриз в стационаре выписной (CDA) Редакция 5";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4417";"1.2.643.5.1.13.13.15.25.5";"Да";"Нет";;"Нет"
154;154;88;"Справка об отсутствии контактов с инфекционными больными (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4337";"1.2.643.5.1.13.13.15.56.4";"Да";"Нет";;"Нет"
169;169;122;"Справка о временной нетрудоспособности студента, учащегося техникума, профессионально-технического училища, о болезни, карантине и прочих причинах отсутствия ребенка, посещающего школу, детское дошкольное учреждение (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4339";"1.2.643.5.1.13.13.15.58.4";"Да";"Нет";;"Нет"
292;292;346;"Направление на госпитализацию для оказания специализированной медицинской помощи (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.07.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4879";"1.2.643.5.1.13.13.15.34.3";"Нет";"Нет";;"Нет"
93;93;121;"Протокол цитологического исследования (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.06.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3929";"1.2.643.5.1.13.13.15.20.1";"Да";"Нет";;"Нет"
111;111;85;"Протокол консультации в рамках диспансерного наблюдения (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"01.01.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4023";"1.2.643.5.1.13.13.15.14.4";"Да";"Нет";;"Нет"
176;176;121;"Протокол цитологического исследования (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4373";"1.2.643.5.1.13.13.15.20.2";"Да";"Нет";;"Нет"
198;198;381;"Первичный осмотр врачом приемного отделения (дежурным врачом или лечащим врачом) (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.09.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4453";"1.2.643.5.1.13.13.15.86.1";"Да";"Нет";;"Нет"
202;202;107;"Направление на лабораторное исследование (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.09.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4461";"1.2.643.5.1.13.13.15.85.1";"Да";"Нет";;"Нет"
284;284;121;"Протокол цитологического исследования (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.02.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4795";"1.2.643.5.1.13.13.15.20.3";"Да";"Нет";;"Нет"
293;293;91;"Медицинская справка в бассейн (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.10.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4991";"1.2.643.5.1.13.13.15.53.4";"Нет";"Нет";;"Нет"
294;294;71;"Медицинское заключение об отсутствии противопоказаний к занятию определенными видами спорта (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.10.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4993";"1.2.643.5.1.13.13.15.54.4";"Да";"Нет";;"Нет"
99;99;347;"Выписка из протокола врачебной комиссии (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"04.11.2021";;"https://portal.egisz.rosminzdrav.ru/materials/3993";"1.2.643.5.1.13.13.15.75.1";"Да";"Нет";;"Нет"
115;115;74;"Карта вызова скорой медицинской помощи (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"03.02.2022";;"https://portal.egisz.rosminzdrav.ru/materials/4043";"1.2.643.5.1.13.13.15.72.2";"Да";"Нет";;"Нет"
158;158;347;"Выписка из протокола решения врачебной комиссии (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"28.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4307";"1.2.643.5.1.13.13.15.75.2";"Да";"Нет";;"Нет"
191;191;341;"Осмотр лечащим врачом, врачом-специалистом, заведующим отделением, лечащим врачом совместно с врачом-специалистом, лечащим врачом совместно с заведующим отделением (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4365";"1.2.643.5.1.13.13.15.78.1";"Да";"Нет";;"Нет"
306;306;51;"Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования) (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.11.2025";;"https://portal.egisz.rosminzdrav.ru/materials/5011";"1.2.643.5.1.13.13.15.47.3";"Да";"Нет";;"Нет"
296;296;462;"Заключение о состоянии здоровья ребенка-сироты, ребенка, оставшегося без попечения родителей, помещаемого под надзор в организацию для детей-сирот и детей, оставшихся без попечения родителей (CDA) Редакция 1";3;"Обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.11.2025";;"https://portal.egisz.rosminzdrav.ru/materials/5009";"1.2.643.5.1.13.13.15.142.1";"Нет";"Нет";;"Нет"
305;305;475;"Медицинское заключение о наличии (об отсутствии) у трактористов, машинистов и водителей самоходных машин (кандидатов в трактористы, машинисты и водители самоходных машин) медицинских противопоказаний, медицинских показаний или медицинских ограничений к управлению самоходными машинами (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.11.2025";;"https://portal.egisz.rosminzdrav.ru/materials/5010";"1.2.643.5.1.13.13.15.146.1";"Нет";"Нет";;"Нет"
307;307;349;"Протокол консилиума врачей (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"17.11.2025";;"https://portal.egisz.rosminzdrav.ru/materials/5012";"1.2.643.5.1.13.13.15.148.1";"Нет";"Нет";;"Нет"
323;323;542;"Протокол ультразвукового исследования предстательной железы (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.04.2026";;;"1.2.643.5.1.13.13.15.138.1";"Нет";"Нет";;"Нет"
125;125;13;"Медицинское свидетельство о смерти (CDA) Редакция 6";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4325";"1.2.643.5.1.13.13.15.35.6";"Нет";"Нет";;"Да"
117;117;45;"Медицинское заключение об отсутствии медицинских противопоказаний к владению оружием (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4055";"1.2.643.5.1.13.13.15.41.2";"Нет";"Нет";;"Нет"
167;167;33;"Медицинское свидетельство о рождении (CDA) Редакция 5";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4059";"1.2.643.5.1.13.13.15.39.5";"Нет";"Нет";;"Да"
168;168;33;"Документ, содержащий сведения медицинского свидетельства о рождении в бумажной форме (CDA) Редакция 5";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4059";"1.2.643.5.1.13.13.15.39.5";"Нет";"Нет";;"Да"
126;126;353;"Документ, содержащий сведения медицинского свидетельства о смерти в бумажной форме (CDA) Редакция 6";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4325";"1.2.643.5.1.13.13.15.36.6";"Нет";"Нет";;"Да"
127;127;14;"Медицинское свидетельство о перинатальной смерти (CDA) Редакция 3";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4327";"1.2.643.5.1.13.13.15.37.3";"Нет";"Нет";;"Да"
128;128;354;"Документ, содержащий сведения медицинского свидетельства о перинатальной смерти в бумажной форме (CDA) Редакция 3";3;"Не обязательны";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4327";"1.2.643.5.1.13.13.15.38.3";"Нет";"Нет";;"Да"
180;180;46;"Медицинское заключение об отсутствии в организме человека наркотических средств, психотропных веществ и их метаболитов (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"27.12.2027";;"https://portal.egisz.rosminzdrav.ru/materials/4351";"1.2.643.5.1.13.13.15.42.2";"Нет";"Нет";;"Нет"
309;309;254;"Протокол патолого-анатомического вскрытия умершего ребенка в возрасте свыше семи дней жизни или умершего взрослого (CDA) Редакция 3";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"25.12.2025";;"https://portal.egisz.rosminzdrav.ru/materials/5017";"1.2.643.5.1.13.13.15.22.3";"Нет";"Нет";;"Нет"
289;289;85;"Протокол консультации в рамках диспансерного наблюдения (CDA) Редакция 6";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.01.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5020";"1.2.643.5.1.13.13.15.14.6";"Нет";"Нет";;"Нет"
291;291;241;"Направление на госпитализацию для оказания высокотехнологичной медицинской помощи (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"30.12.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4881";"1.2.643.5.1.13.13.15.33.3";"Нет";"Нет";;"Нет"
298;298;548;"Направление на цитологическое исследование материала, полученного при профилактическом гинекологическом осмотре, скрининге (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.01.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5019";"1.2.643.5.1.13.13.15.144.1";"Нет";"Нет";;"Нет"
311;311;3;"Направление для оказания медицинской помощи (CDA) Редакция 6";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.04.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5038";"1.2.643.5.1.13.13.15.31.6";"Да";"Нет";;"Нет"
324;324;553;"Эпикриз в стационаре выписной (онкологический) (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.04.2026";;;"1.2.643.5.1.13.13.15.154.1";"Нет";"Нет";;"Нет"
290;290;5;"Протокол консультации (CDA) Редакция 7";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.01.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5055";"1.2.643.5.1.13.13.15.13.7";"Нет";"Нет";;"Нет"
297;297;547;"Направление на цитологическое исследование (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.01.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5056";"1.2.643.5.1.13.13.15.143.1";"Нет";"Нет";;"Нет"
192;192;77;"Справка о количестве донаций донорской крови и ее компонентов (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4367";"1.2.643.5.1.13.13.15.82.1";"Нет";"Нет";;"Нет"
315;315;543;"Протокол коронарографии (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.02.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5103";"1.2.643.5.1.13.13.15.139.1";"Нет";"Нет";;"Нет"
316;316;544;"Протокол чрескожного коронарного вмешательства (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.02.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5029";"1.2.643.5.1.13.13.15.140.1";"Нет";"Нет";;"Нет"
317;317;431;"Талон дополнений к контрольной карте диспансерного наблюдения больного злокачественным новообразованием (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.02.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5102";"1.2.643.5.1.13.13.15.145.1";"Нет";"Нет";;"Нет"
303;303;541;"Протокол результата ультразвукового исследования щитовидной железы и околощитовидных желез (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.02.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5028";"1.2.643.5.1.13.13.15.137.1";"Нет";"Нет";;"Нет"
308;308;10;"Выписной эпикриз из родильного дома (CDA) Редакция 5";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.02.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5027";"1.2.643.5.1.13.13.15.27.5";"Да";"Нет";;"Нет"
329;329;361;"Обратный талон санаторно-курортной карты для детей (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.07.2026";;;"1.2.643.5.1.13.13.15.12.4";"Нет";"Нет";;"Нет"
327;327;357;"Обратный талон санаторно-курортной карты (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.07.2026";;;"1.2.643.5.1.13.13.15.11.4";"Нет";"Нет";;"Нет"
312;312;347;"Выписка из протокола решения врачебной комиссии (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"17.11.2025";;"https://portal.egisz.rosminzdrav.ru/materials/5013";"1.2.643.5.1.13.13.15.75.3";"Да";"Нет";;"Нет"
310;310;458;"Протокол патолого-анатомического вскрытия плода, мертворожденного или умершего ребенка в возрасте до семи дней жизни включительно (CDA) Редакция 2";3;"Не обязательны";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.03.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5139";"1.2.643.5.1.13.13.15.108.2";"Нет";"Нет";;"Нет"
318;318;182;"Медицинское заключение об отсутствии медицинских противопоказаний к исполнению обязанностей частного охранника (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"01.09.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5025";"1.2.643.5.1.13.13.15.157.1";"Нет";"Нет";;"Нет"
314;314;564;"Медицинское заключение о наличии или об отсутствии профессионального заболевания (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.03.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5024";"1.2.643.5.1.13.13.15.156.1";"Нет";"Нет";;"Нет"
322;322;551;"Сведения о медицинском осмотре по репродуктивному здоровью (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.03.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5141";"1.2.643.5.1.13.13.15.151.1";"Нет";"Нет";;"Нет"
313;313;176;"Медицинское заключение о пригодности или непригодности к выполнению отдельных видов работ (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.03.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5070";"1.2.643.5.1.13.13.15.155.1";"Нет";"Нет";;"Нет"
299;299;546;"Переводной эпикриз на ребенка, достигшего возраста 18 лет, из детской поликлиники в поликлинику для взрослого населения (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.03.2026";;"https://portal.egisz.rosminzdrav.ru/materials/5140";"1.2.643.5.1.13.13.15.141.1";"Нет";"Нет";;"Нет"
319;319;569;"Медицинское заключение об отсутствии медицинских противопоказаний к осуществлению частной детективной деятельности (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"01.09.2026";;;"1.2.643.5.1.13.13.15.158.1";"Нет";"Нет";;"Нет"
320;320;570;"Сообщение об аннулировании действующего медицинского заключения об отсутствии медицинских противопоказаний к исполнению обязанностей частного охранника (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"01.09.2026";;;"1.2.643.5.1.13.13.15.159.1";"Нет";"Нет";;"Нет"
321;321;571;"Сообщение об аннулировании действующего медицинского заключения об отсутствии медицинских противопоказаний к осуществлению частной детективной деятельности (CDA) Редакция 1";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"01.09.2026";;;"1.2.643.5.1.13.13.15.160.1";"Нет";"Нет";;"Нет"
331;331;241;"Направление на госпитализацию для оказания высокотехнологичной и специализированной медицинской помощи (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Хранится в МО";"Да";"Да";"Да";2;"10.07.2026";;;"1.2.643.5.1.13.13.15.33.4";"Нет";"Нет";;"Нет"
149;149;69;"Медицинское заключение о принадлежности несовершеннолетнего к медицинской группе для занятий физической культурой (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"14.08.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4331";"1.2.643.5.1.13.13.15.52.3";"Да";"Нет";;"Нет"
216;216;343;"Справка о постановке на учет по беременности (CDA) Редакция 2";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"28.12.2023";;"https://portal.egisz.rosminzdrav.ru/materials/4521";"1.2.643.5.1.13.13.15.60.2";"Да";"Нет";;"Нет"
220;220;53;"Сертификат о профилактических прививках (CDA) Редакция 3";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"07.03.2024";;"https://portal.egisz.rosminzdrav.ru/materials/4561";"1.2.643.5.1.13.13.15.46.3";"Да";"Нет";;"Нет"
302;302;69;"Медицинское заключение о принадлежности несовершеннолетнего к медицинской группе для занятий физической культурой (CDA) Редакция 4";3;"Обязательны с указанием СНИЛС";"25 лет";"Выдается МО";"Да";"Да";"Да";2;"10.10.2025";;"https://portal.egisz.rosminzdrav.ru/materials/4994";"1.2.643.5.1.13.13.15.52.4";"Да";"Нет";;"Нет"